0.4204879968681119,0.758995309472084,5,101,18,0.07751937984496124,0.5633802816901409,5,102,22,0.07462686567164178
0.11321255226026881,2.1207162588834763,0,0,23,0.0,0.9049295774647887,0,0,27,0.0
0.11057535601271824,0.558027371764183,19,39,4,0.4691358024691358,0.8450704225352113,21,38,6,0.4883720930232558
0.07637929416854274,0.7094711512327194,23,48,0,0.48936170212765956,0.8028169014084507,24,53,3,0.46153846153846156
0.07415039989758622,0.4754602685570717,23,34,0,0.575,0.8309859154929577,26,47,1,0.52
0.11470649670809507,4.66708517074585,23,217,0,0.17490494296577946,0.1267605633802817,27,248,0,0.17880794701986755
0.06813458294015039,3.1781511306762695,23,154,0,0.23,0.38380281690140844,27,175,0,0.23580786026200873
0.06777361788871614,1.3482825458049774,23,156,0,0.22772277227722773,0.3415492957746479,27,187,0,0.22406639004149378
0.06238539914854548,1.6244562864303589,23,187,0,0.19742489270386265,0.19718309859154928,27,228,0,0.19148936170212766
0.052355469543148174,1.6302523612976074,23,143,0,0.24338624338624337,0.3591549295774648,27,182,0,0.2288135593220339
0.061302018351852894,1.6562254130840302,23,143,0,0.24338624338624337,0.4084507042253521,27,168,0,0.24324324324324326
0.041306565515697,0.39659710973501205,23,57,0,0.44660194174757284,0.7288732394366197,27,77,0,0.4122137404580153
0.06347800833596424,0.13208599481731653,22,16,1,0.7213114754098361,0.9401408450704225,25,15,2,0.746268656716418
0.06626099153337153,0.09007869753986597,22,12,1,0.7719298245614035,0.9471830985915493,25,13,2,0.7692307692307693
0.05998023887249557,0.05810290668159723,21,2,2,0.9130434782608695,0.9894366197183099,25,1,2,0.9433962264150944
0.05934907098046758,0.0970701826736331,22,5,1,0.88,0.971830985915493,25,6,2,0.8620689655172413
0.050992251712490215,0.051342870108783245,22,4,1,0.8979591836734694,0.9859154929577465,25,2,2,0.9259259259259259
0.04969071317464113,0.06903603672981262,22,10,1,0.8,0.9647887323943662,25,8,2,0.8333333333333334
0.056979501408270815,0.060923009645193815,22,9,1,0.8148148148148148,0.9683098591549296,25,7,2,0.847457627118644
0.05311138601973653,0.07498902780935168,21,0,2,0.9545454545454546,0.9929577464788732,25,0,2,0.9615384615384616
0.04307028168643063,0.0657269328366965,21,0,2,0.9545454545454546,0.9929577464788732,25,0,2,0.9615384615384616
0.03654916973953897,0.09227110119536519,21,0,2,0.9545454545454546,0.9859154929577465,23,0,4,0.92
0.04429669932208278,0.05213219579309225,21,2,2,0.9130434782608695,0.9859154929577465,25,2,2,0.9259259259259259
0.037571006708524445,0.046969335759058595,21,1,2,0.9333333333333333,0.9859154929577465,25,2,2,0.9259259259259259
0.02976818619803949,0.05112865869887173,21,3,2,0.8936170212765957,0.9507042253521126,25,12,2,0.78125
0.03269011548466303,0.048224804224446416,22,6,1,0.8627450980392157,0.9788732394366197,25,4,2,0.8928571428571429
0.038552635814994574,0.07859189994633198,21,10,2,0.7777777777777778,0.9471830985915493,26,14,1,0.7761194029850746
0.0431412460536442,0.16313836444169283,14,0,9,0.7567567567567568,0.9647887323943662,17,0,10,0.7727272727272727
0.03912854389372197,0.06070985505357385,21,0,2,0.9545454545454546,0.9929577464788732,25,0,2,0.9615384615384616
0.031603441912342205,0.04800193011760712,21,1,2,0.9333333333333333,0.9577464788732394,25,10,2,0.8064516129032258
0.044011494144797325,0.045826260233297944,21,0,2,0.9545454545454546,0.9894366197183099,25,1,2,0.9433962264150944
0.034672504629601135,0.045070193242281675,21,0,2,0.9545454545454546,0.9894366197183099,25,1,2,0.9433962264150944
0.030309390657666056,0.045984836760908365,21,0,2,0.9545454545454546,0.9929577464788732,25,0,2,0.9615384615384616
0.027365066280419178,0.042744595324620605,21,0,2,0.9545454545454546,0.9894366197183099,25,1,2,0.9433962264150944
0.04088331822475249,0.038140556775033474,22,2,1,0.9361702127659575,0.9859154929577465,25,2,2,0.9259259259259259
0.03168149631131779,0.040905768517404795,21,0,2,0.9545454545454546,0.9894366197183099,25,1,2,0.9433962264150944
0.04016640346327966,0.043685725424438715,21,0,2,0.9545454545454546,0.9929577464788732,25,0,2,0.9615384615384616
0.032597103071483696,0.031265091616660357,22,1,1,0.9565217391304348,0.9894366197183099,25,1,2,0.9433962264150944
0.028299138965931805,0.032125735422596335,22,1,1,0.9565217391304348,0.9894366197183099,25,1,2,0.9433962264150944
0.028711898845027794,0.035890012979507446,22,3,1,0.9166666666666666,0.9859154929577465,25,2,2,0.9259259259259259
0.035160011357881805,0.03565799165517092,23,4,0,0.92,0.9894366197183099,26,2,1,0.9454545454545454
0.03367604675110091,0.06606970867142081,21,1,2,0.9333333333333333,0.9612676056338029,25,9,2,0.819672131147541
